Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
Get: 0.00, 0.00, 0.00, 0.000000
Normalize: 0.00, 0.00, 0.00, 0.000000
Set: 00, 00, 00, 0.000000
